,Text,Offensive,Hate
3239,RT @USER: @USER يا انا اخدها يا ربنا ياخدها،قلبي الطيب بقي دباح,NOT_OFF,NOT_HS
3240,@USER عليكم السلام ورحمة الله وبركاته يا اسطورة الاساطير يا افضل لاعب يا افضل اداري يا من تشتغل لاسعاد المدرج الفخم,NOT_OFF,NOT_HS
3241,@USER محتفظ لك في فـؤادي بألف صـوره ♥ و إندفاعـي فـي محبـّتكــم دليــل ♥ يا منى نفسي و يا بهجة فؤادي ♥ يا غذاي و بلسم القلب ...,NOT_OFF,NOT_HS
3242,مبروك يا ابطال مبروك يا فرسان اتمنى تفضلو كده بالروح العاليه دى والقادم افضل باذن الله @USER @USER @USER @USER @USER URL,NOT_OFF,NOT_HS
3243,نعم انني افتقدك يا جمال دنيتي هل يا ترى تعلمين ب مدى اشتياقي لك؟❤🌹✋,NOT_OFF,NOT_HS
3244,ربنا يحرقك في نار جهنم يا اخوانجي يا ارهابي .. أمين URL,OFF,HS
3245,إِلهي أنت ذو فضل ومن ولإِني ذو خطايا فاعف عني وظني فيك يا ربي جميلٌ فحقق يا إِلهي حسن ظني,NOT_OFF,NOT_HS
3246,@USER @USER مش بايدي يا باسم يا اخويا<LF>مش بايدي,NOT_OFF,NOT_HS
3247,RT @USER: أشكرك يا يسوع المسيح، يا من تألمت لأجلي، يا من أحببتني وعلمتني الحب والتواضع والأهم المسامحة والغفران. أهلني يارب أن أتكل…,NOT_OFF,NOT_HS
3248,@USER @USER يا رجال والله يا عقب حادثة المنصة انه أرنب,NOT_OFF,NOT_HS
3249,@USER يا شكلاطه يا كيكه يا بعد جلبي 💗💗💗😹😹💖💖💖💖,NOT_OFF,NOT_HS
3250,بيستي يا بيستي يا حتة سُكره 🌚❤️❤️ URL,NOT_OFF,NOT_HS
3251,يا راحة البال يا أغلى من نظر عيني<LF>يا غاية الروح...يا مصدر...سعادتها🖤,NOT_OFF,NOT_HS
3252,RT @USER: ولا ياولا يا اهلاوى ولا ياولا يا اهلاوى<LF>انت يا ولا عالمكسب ناوى ولا يا ولا يا اهلاوى<LF>ولا ياولا يا اهلاوى ولا ياولا يا اهلاو…,NOT_OFF,NOT_HS
3253,RT @USER: الهلال ضايييع بنلقم الثاني وينك يا سلمان وينك يا عطيف 💔,NOT_OFF,NOT_HS
3254,يا عماني يا عماني ✈️🤦🏻‍♂️<LF> #حفله_سلطان_العماني_بالكويت,NOT_OFF,NOT_HS
3255,RT @USER: يا حبي و يا عشقي للعين واهلها💙.,NOT_OFF,NOT_HS
3256,@USER هذا ذنب مصر يا تركيا يا أوسخ البشر أنتم وقطر الوسخه وإيران الزبالة يا عبيد لإسرائيل أخذكم الله أخذ عزيز مقتدر يااااااااااااااااااااااااااااااارب العالمين آمين,OFF,HS
3257,4/13 🌟 <LF>ربما التاريخ يكفي عن كل شيء، يا <LF>أجمل ذكرى ، يا أجمل واقع أعيشه ،<LF>، كل عام وانت نعمة تبقي لي عمر ♥️<LF>#6_سنين,NOT_OFF,NOT_HS
3258,@USER @USER الله يرد ليكم العايزو لينا دا يا وسخ يا كلب دعوة من القلب ، ونشاء الله تلقي الاسوء، علي الاقل كنتو تحاولي تصلحوا من غلطكم بدل ما تتمني الشر للناس،,OFF,NOT_HS
3259,"RT @USER: اذكر بنت ف المتوسط نادو امها وسالفه لان استاذه قالت للبنت "" يا قليله الادب يا اللي مو متربيه"" قالت البنت "" ما عليك زود "" بم…",OFF,NOT_HS
3260,@USER @USER مين قال كلمة راجل؟ يا دي المصيبة يا معاذ انت ما تعبتش من الكدب؟ مالك انت ومال الرجالة ؟ انت كده مستقبلك بقي في خطر .. خليفة الشواذ يقول ايه دلوقتي؟ مرشدك يعمل ايه؟ يشق هدومه؟,OFF,HS
3261,@USER اينكم يا عرب و يا مسلمون، اين السعودية و ملكهم الدي يدعي انه امير المسلمين؟؟؟؟,NOT_OFF,NOT_HS
3262,@USER مليون مبروك للدكتور يا بروفيسور يا عظيم، حبيبنا الدكتور الطريقي,NOT_OFF,NOT_HS
3263,يا قديسة الحب المقدس<LF> يا أيقونة الوفاء السرمدي<LF> يا أنشودة الأناشيد<LF> إليكِ ينحني الفؤاد<LF> وقد تنازلتِ عن ردائك الملكي<LF> لترتديه حبيبتي<LF> مازالتْ تفوح منه رائحة الناردين<LF> مازال يقطر منه عطر المر<LF> هيَ ذي حبيبتي<LF> أميرةٌ نائمةٌ في قصرها المشيد بيد الله<LF> جسدٌ طاهرٌ ترعاه الملائكة URL,NOT_OFF,NOT_HS
3264,RT @USER: @USER اين انتم يا قوم يا أخضر 😨😨😨 URL,NOT_OFF,NOT_HS
3265,@USER وانتي طيبة يا نوران يا قلبي شكرًا خالص 💗💗💗,NOT_OFF,NOT_HS
3266,@USER هابي بيرث داي يا قلبها يا مدير امن سيكيوريتي بنوك المنيا والمحافظات المجاورة😘,NOT_OFF,NOT_HS
3267,يا النّادر بينهم يا اغلاهم . .,NOT_OFF,NOT_HS
3268,يا بعيد المسافة يا قريب الشعور.,NOT_OFF,NOT_HS
3269,RT @USER: تونايت<LF> يا جزء منـي يا ضحكة خاطري. @USER,NOT_OFF,NOT_HS
3270,. يارب لا تفتنّا بعدهم و لا تحرمنا أجرهم واجعلنا نغبطهم على حسن خواتمهم لا ان نبكي حزناً عليهم.<LF> اللهم ارحمنا إذا صرنا منهم، اللهم كن معنا إذا زارنا الأهل والأحباب، وصار مثوانا تحت الأرض بين الدود والتراب، من لنا يا إلهنا، يا رحمن السماوات والأرض ورحيمهما اللهم أنِر علينا قبورنا,NOT_OFF,NOT_HS
3271,احسنتم يا رجال يا شرفاء ومازال الطريق طويل امامكم 💙💙 URL,NOT_OFF,NOT_HS
3272,آخر المقطع 🤣🤣🤣🤣 الله عليك يا أستاذ الله عليك يا فنان URL,NOT_OFF,NOT_HS
3273,@USER كل سنة وانت طيب يا حلو يا اسمر يا ابو قلب بيجنن وضحكة بتشل ❤❤ انا حزين ان م في صور النا سوا 💔 بس يلا الايام جاية .. ربنا يوفقك ويسعدك ويهينك بعمرك الي جاي ويباركلك فيه يا سلوم ❤,NOT_OFF,NOT_HS
3274,@USER الف سلامه عليك يا فر يا غالى هنفتقدك جامد ربنا يرجعك لينا بالسلامه احسن من الاول و تكمل فى الزمالك على طول و متسيبناش ابدا,NOT_OFF,NOT_HS
3275,قلبي سعيد وياك يا حياتي .. وياك يا حياتي قلبي سعيد <LF>فرحان فرحة قلب اتهنى .. أيوة اتهنى بيوم العيد <LF>حبك خلى الكون في عينيا .. أجمل عالم من حوليا <LF>❤<LF>@USER,NOT_OFF,NOT_HS
3276,RT @USER: هنواجه الشعب المصري في السيمي يا ساتر يا يا رب نستعد لاتهامات الخيانة العظمى,NOT_OFF,NOT_HS
3277,RT @USER: يا نعسانة يا راقده يا كيف واعية يا نبي نرقد,NOT_OFF,NOT_HS
3278,RT @USER: اتحاد الكوسه😄<LF>الفلوس حلوي صح تاخد فلوس تنفذ براڤو.. يا نلعب ب جماهير يا يغور الدوري مش هنلعب خالص😃<LF>#اتحاد_الكوره_المشب…,OFF,NOT_HS
3279,RT @USER: اللهم صل وسلم وزد وبارك عليك يا سيدي يا حبيبي يا رسول الله وعلى آلك وصحبك أجمعين <LF>اللهم صل وسلم وزد وبارك عليك يا سيدي…,NOT_OFF,NOT_HS
3280,يا مرض يا فاينلز اثنينهم مع بعض كثير :(,NOT_OFF,NOT_HS
3281,RT @USER: السنه هذي يا مستقبلك يا نفسيتك . .,NOT_OFF,NOT_HS
3282,الله بالخير .. يا أغلى ماكنتوا يا أرخص ما صِرتوا.,NOT_OFF,NOT_HS
3283,يا حظكم يا حقين الثرونز تمنيت اني متابعه مثلكم شيء جميل الكل ينتظر الحلقة وحماس لاكن للاسف ماعجبني تابعت حلقتين وسحبت,NOT_OFF,NOT_HS
3284,@USER مبروك يا اوس اوس يا حبيبي بالتوفيق فالخطوات اللي جايه❤️,NOT_OFF,NOT_HS
3285,@USER @USER @USER @USER @USER @USER @USER @USER @USER وانت بخير وصحة وسلامة يا رب<LF>تسلمي لي يا رب URL,NOT_OFF,NOT_HS
3286,@USER @USER هدوسك بتفوقى يا كليه يا حكيره 🤭😂😂 URL,OFF,NOT_HS
3287,يا ويلك و يا سواد ليلك يا هاكان يا أخوي <LF>هالموسم شكلك رح تاكل هوا 😏😏 URL,NOT_OFF,NOT_HS
3288,@USER يا الله يا حبيبي<LF> يا أرحم الراحمين,NOT_OFF,NOT_HS
3289,جامع حلب اقدم بكثير من كادرلائية باريس عمره 1200 سنة لا احد سمع عن هدمه او تاسف له .. اتقوا الله يا مسلمون يا متذللين للغرب .. URL,NOT_OFF,NOT_HS
3290,@USER الله على التقل والثقة بالنفس يا رنوش👍<LF>الله عليك يا سولى يا فخر الاهلاوية 😂,NOT_OFF,NOT_HS
3291,@USER @USER @USER انا ما قلت ارضى لا عليها ولا على احد بالعالم كلامي من البداية من وقتها يا قتل يا دية وهذا شرع الله واهل المقتولة لهم حق الاختيار ابدا ما قلت حرام ينقتل او ما شابه هذا شرع ربي قلت المفترض ما يطول هذا الموضوع,NOT_OFF,NOT_HS
3292,@USER ان شاء الله يا صفوت يا غالي قدها بإذن الله,NOT_OFF,NOT_HS
3293,فائزين اثنين ونهاجم هذا المدرب الصح يا شاذ يا بيليتش يابن الكلب,OFF,NOT_HS
3294,يا حسرة قلبي عليك يا الفيزياء😭💙.<LF>#طلاب_الحادي_عشر URL,NOT_OFF,NOT_HS
3295,@USER هاتي شِفَاهَكِ، حلوتي، وسأرتوي.. <LF>فلِأجْلِ هذا الحُبِّ متُّ من الظَّما<LF>قالَتْ: مُحَالٌ.. لَسْتُ أقْبَلُ قُبْلَةً..<LF>- لِمَ يا (لَمَى)؟!!.. لِمَ يا (لَمَى)؟!!.. لِمَ يا (لَمَى)؟!!<LF>قالَتْ: مُحَالٌ والسَّلامُ.. بلا لِما.. ,NOT_OFF,NOT_HS
3296,RT @USER: انتي حقيقة يا ترى ، او يا ترى ولا خيال<LF>انتي جنون السحر وانتي كل رنات السمر<LF>انتي حلال ولا حرام الا اجمل ذنوب الحلال<LF>انتي…,NOT_OFF,NOT_HS
3297,@USER @USER الدوري لو مالوش لزمه ماكان المنتخب وصل كاس العالم وغلبك الدوري المصري من 25سنه يا الاهلي يا الزمالك لاكن الدوري السعودي ٦منافسين ثابتين واحكم على كيذا,NOT_OFF,NOT_HS
3298,RT @USER: #الهلال_التعاون <LF>و تزأر يا التعاون يا قلبك <LF>يا قوك ياخي <LF>النجم الساحلي جاب قولين و قام يزعق <LF>انت مسجل 5 ولا يهمك 😂🤣 URL,NOT_OFF,NOT_HS
3299,احا يا ميسي احا يا ميسي احاااا يا ميسي ❤️❤️❤️,OFF,NOT_HS
3300,@USER صلاة وسلاماً عليك يا سيدي وحبيبي يا رسول الله,NOT_OFF,NOT_HS
3301,@USER حبيبتي يا رنا يا جميلة الله يبارك فيكي ربنب يخليكي😂🙊🌻🌸♥️🖤😍 اه والله يابنتي ماشية بالستر بس حرفيا الحمدلله,NOT_OFF,NOT_HS
3302,لا اعلم متى ارحل من الدنيا اعوذ من عذاب النار وادخلني جنات النعيم يا عزيز يا حكيم يا قوي العزيز الجبروت اشهد لا اله الا الله واشهد محمد رسول الله URL,NOT_OFF,NOT_HS
3303,RT @USER: يا ناكرني يا جاحدني يا بايع كل ايامي URL,NOT_OFF,NOT_HS
3304,#الهلال_الاهلي<LF>طلع البريك يا ثوران<LF>طلع البريك يا ثوران<LF>طلع البريك يا ثوران<LF>طلع البريك يا ثوران<LF>طلع البريك يا ثوران<LF>معه كرت اصفر<LF>معه كرت اصفر<LF>معه كرت اصفر<LF>معه كرت اصفر<LF>معه كرت اصفر,NOT_OFF,NOT_HS
3305,حبني حبيبي وامسح جروحي تعال الحين تعال يا ساكن وسط روحي يا روحي ....✨,NOT_OFF,NOT_HS
3306,يا نور فَجري يا قلبي البعيد,NOT_OFF,NOT_HS
3307,@USER سلام الله على مولانا امير المؤمنين يا خي يا ريت بيدرسو عهد الأشتر يا خي وكيف طريقة الحكم معك حق 💯 بس نحن إستونيا صدقني ما حدا فاضي يحك راسو عندك اني مثلاً من ٤ الصبح لل١٠ بليل بمحل الخضرة وهيدا اني مخلص جامعة الى الله المشتكى يا صديقي,NOT_OFF,NOT_HS
3308,RT @USER: يا أنا اللي تغيرت يا الناس إللي تغيرت.,NOT_OFF,NOT_HS
3309,يا إمتداد الزمان يا اتساع المكان.,NOT_OFF,NOT_HS
3310,@USER @USER اي صح شذى تذكرين بالمتوسط يا حقيرة يوم تصيحين علشان نص درجة واجي أغطي عليك واقول انه عيونك دخل فيها شيء يا عديمة الإحساس يا جاحدة يا ناكرة للجميل,OFF,NOT_HS
3311,@USER @USER @USER @USER @USER @USER @USER @USER @USER يا قدمك يا عبود 😂😂 نسيت فهد المولد 😂🔥 ...... جحفلكم 🔥🔥🔥😂😂😂😂😂🏃🏻‍♀️ URL,NOT_OFF,NOT_HS
3312,@USER يا ولاد الايه يا محظوظين 😂,NOT_OFF,NOT_HS
3313,يا هناي و ياعزوتي يا مصدر فرحتي<LF> يا اغلى رجل حطني القدر .. بنته :( URL,NOT_OFF,NOT_HS
3314,@USER آآآآآآه يا وطني .. يا وجعا في قلبي😫😫,NOT_OFF,NOT_HS
3315,@USER @USER أنا سعيد يا صديقتي طول ما نوسة ام لؤي بألف خير الفلوس تروح و تجي لكن الناس الجميلة مستحيل هي الي مستحيل تتعوض يا صديقتي الصدوقة يا نوسة 🌹🌹,NOT_OFF,NOT_HS
3316,@USER يا عمري يا مجيد يا كلب 😂😂😂😂,OFF,NOT_HS
3317,دعاء الصباح <LF>رفعت كفي نحو عطفك داعياً <LF>وعلمت أنك لا ترد دعائي <LF> يا قاضي الحاجات يا كاشف الكربات يا مجيب الدعوات يا غافر الزلات عافنا واعفو عنا فرج همومنا واشرح صدورنا واصلح احوالنا وحقق آمالنا واشف مرضانا وارحم موتانا وأسعد قلوبناواجعلنا من المقبولين عندك في الدنيا والاخره,NOT_OFF,NOT_HS
3318,@USER يا قلبي يا قلبي يا روحي وحلوين حلوين <LF> فرحتك بالصدارة اللي ما اخذت 15 يوم<LF>ارجع لـ جحـرككككككك <LF>😂😂😂😂😂😂😂😂😂😂 URL,NOT_OFF,NOT_HS
3319,@USER هذاك الي تبي له الخير عشق غيري وصار للغير يا قلبي أبتعد وارحل يا قلبي عنه لا تسأل 🎻..,NOT_OFF,NOT_HS
3320,يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس <LF>يا رب ادرس يا رب ادرس,NOT_OFF,NOT_HS
3321,يا خسارة احتفالك يا بيب والجري والاكشن ده كله راح ع الفاضي,NOT_OFF,NOT_HS
3322,يا ديمبيلي يا ابن الوسخة 😭😭😭😭,OFF,NOT_HS
3323,#اللهم_النصيب_الجميل<LF>كل حاجه منتهاها للنصيب<LF>القدر يا ياصلك ، يا تاصله<LF>ِ<LF>ان كتبها الله تجي لك من قريب<LF>وان منعها الله فلا هي حاصله..,NOT_OFF,NOT_HS
3324,RT @USER: @USER يا شينها يا فهد و الخوف يا شينه<LF>في منطق الحب تجهل و انت عقلاني !<LF>ان ما عطيت الصراحه بين يدينه<LF>لا تقول لي كيف حبيته و…,NOT_OFF,NOT_HS
3325,@USER وزعما يا أقصى اليمين يا أقصى الشمال مكايناش شي حاجة في المنتصف.<LF>انا مع مبدأ فصل السلط، يكون عندنا برلمان وقضاء مستقلين. ولكن فكرة ان الحاكم يكون غير صوري لا خاص يكون عندو سلطة مثل سلطة الرئيس. يعني القرارات المصيرية خاصها موافقة البرلمان. وم,NOT_OFF,NOT_HS
3326,RT @USER: انت بتحب يا سيد؟ <LF>=حب اي يا ام السيد. انا عاوز اكل المحشي استوي ولا لسه.. URL,NOT_OFF,NOT_HS
3327,RT @USER: الله ياخذك يا اليغري الله ياخذك يا اليغري الله ياخذك يا اليغري,OFF,NOT_HS
3328,اسمع يا نايت كينج يا **** انت هقولك كلمة واني ماسك اعر سيف ف ويستروس كلها 😂😂 URL,NOT_OFF,NOT_HS
3329,@USER يا حلوك نجود أجمعين يا رب 💖💖💖,NOT_OFF,NOT_HS
3330,اصحى يا دنيا وقومى يا دنيا واسمعى ديك الصبح صديقك <LF>خدى مـ الكزرونة الألمونية لبن الصبح وغيرى ريقك <LF>لما الصبح بيفرش نوره يصحوا ولاد الأرض يدوروا <LF>النمل يحازى في طابوره ويعبى ويشيل في جحوره <LF>والموج يتمطع ف بحوره والبوبى... URL,NOT_OFF,NOT_HS
3331,RT @USER: واخييييييرااااا ايا يا ايا يا ايا يا 💜😋 #BoyWithLuv100M URL,NOT_OFF,NOT_HS
3332,يا أنغامي يا حبيبي، أنا ليه أسمع الأغاني المفضلة لهالة غنيم أو محمود العسيلي؟ مش المنطقي أني أسمع الأغاني المفضلة ليا أنا؟,NOT_OFF,NOT_HS
3333,لكل مقاطع وشغال يتريق على الناس اللى نزلت مرة رقص ومرة كراتين علشان تقنع نفسك انك فيلسوف زمانك وجهبز عصرك وان انت اعلم واوعى وارقى انسان فى مصر يا حلو يا امور يا حر انت خليك فى نفسك ونقطنا بسكاتك<LF> لانك عزلت نفسك عن الموضوع وناسه <LF>متبقاش لاترحم ولا تخلى رحمة ربنا تنزل,NOT_OFF,NOT_HS
3334,يا رب اجبر بقلبي يا رب اجبر بخاطري يا رب😔,NOT_OFF,NOT_HS
3335,@USER @USER ياااي جرحت مشاعرك الألفاظ يا نقية يا طاهرة وش فرق طيز ونيك عن مؤخرة وجماع كلها تأدي نفس الغرض هيا طسي بنت هرمة جبتيها لنفسك وان زدتي زدت عليك,OFF,NOT_HS
3336,يارب دايماً نكون سوا يا ألطف امل بالدنيا يا صاحبتي الحلوه يا عُييونييي يارب ماعرف ايش اقول كيف أشكر ربي علييك أنا ممنونه ومحظوظه على الصدفه واليوم والساعه اللي جابتك لييي حرفييياً مبسوطه علييك مبسوطه لأنك صاحبتيي @USER,NOT_OFF,NOT_HS
3337,@USER يعني قصدك يا السيتي يا اليونايتد دام ما حددت اي مانشتر,NOT_OFF,NOT_HS
3338,مش كنت جبتها يا خربين يا خول عشان اقوم اذاكر,OFF,NOT_HS
3339,@USER رغم كذبك لن يصدق احد لانك تعلم انهم يعلمون انك تكذب. ثانيا يا انت كذاب يا ال الشيخ كذاب لانه هو بنفسه يقول ميوله هلاليه. فهمنا اذا تقدر 😜,OFF,NOT_HS
3340,يا ربي لا يا ربي لا يا ربي لا<LF>يا رب و انت ربي😭😭 URL,NOT_OFF,NOT_HS
3341,@USER جابر الحرامي الله يلجم لسانك يا حرامي يا بوق ابشر اخرص اخرصك الله,OFF,NOT_HS
3342,يا رب يا رب هونها يا رب ورقق قلوب الناس يا رب,NOT_OFF,NOT_HS
3343,@USER اللهم صلي وسلم على محمد وعلى ال محمد❤<LF>اللهم نسالك يا عظيم يا رب العرش الكريم ان ترحم وتغفر لجميع امواتنا واموات المسلمين وان تجعل مثواهم جنة الفردوس ... امين يا رب العالمين<LF>صلى الله على محمد ❤ صلى الله عليه وسلم<LF>لا اله الا ,NOT_OFF,NOT_HS
3344,RT @USER: يا طويل العنق يا زين النبا والسمعه<LF>النظر لك طب روحي واسمعانك قوتي<LF>يعلم الله لا ذكرتك والعرب مجتمعه<LF>ينبني بيني وبين الناس عاز…,NOT_OFF,NOT_HS
3345,RT @USER: وضع هذه العلامة 🔞 بجانب اسمك لن يجعلك متمرد يا مشاكس يا صيده يا صايع .,OFF,NOT_HS
3346,حرام يا حليلك يا جمعان كسر خاطري #عندما_يكتمل_القمر,NOT_OFF,NOT_HS
3347,@USER يا بتوع المدارس يا متعلمين في الشريعة الاسلامية القاتل يقتل ..<LF>حتى الدين صار على كيفكم !,NOT_OFF,NOT_HS
3348,يا راحة المُنهك يا حُلو الأحلام <LF>يا أيادي العطف يا عمق الحنين<LF> يا جامع نداءات الحُب والكلام <LF>يا مرجع اللطف على مر السنين,NOT_OFF,NOT_HS
3349,يا ابالغ يا انسحب. انا والوسطية اعداء,NOT_OFF,NOT_HS
3350,RT @USER: يا الله يا رب ارحم ضعفي وقله حيلتي وفرج كربت رعد URL,NOT_OFF,NOT_HS
3351,@USER لا تضحكوا علينا يا حاقدين يا حاسدين...الا سامي الجابر هذا ابن البار نادينا ..اللي يصدق مثل هذه الإشاعات عيب علينا والله💙💙💙,OFF,NOT_HS
3352,يا صدفة ايامي ، يا نعمة الرحمن ، يالذة دنيتي ، و يا أجمل اشيائي❤️,NOT_OFF,NOT_HS
3353,اللهم أغفر لنا ذنوبنا وارحمنا واكتب لنا الجنة بغير حساب يا حي يا قيوم يا قوي يا عزيز URL,NOT_OFF,NOT_HS
3354,يا قلبي عليك يا فرجاني اسم الله عليك,NOT_OFF,NOT_HS
3355,#BoyWithLuv78M ماعليش ارمي اليوتيوب حذف 10 مليون بس عوافي نقدر نجيب اكثر لا تستسلمون شد الهمه شوف حذف 10 وقدرنا نجيب 1 مليون من بعد الحذف بي دقائق يعني نقدر نجيب دبل خلو التحلطامه على جنب وكملو استريم يا نحنا يا اليوتيوب ونحنا قدها 🔥💪 URL,NOT_OFF,NOT_HS
3356,@USER جدتك يا هارب يا خائن عمك<LF>الزعيم انفق عليك مئات الملايين من الريالات و عندما احتاجك لحمايته هربت و تركته للحوثيين,OFF,NOT_HS
3357,@USER يا حلوك يا بنت الصليبي. Speechless❤️,NOT_OFF,NOT_HS
3358,RT @USER: يا جماااعة يا جمااااعة بتطلعوا اسوء ما فيا و ترجعوا تزعلوا يا جمااااعة,NOT_OFF,NOT_HS
3359,سوق الصحاب اتشمع واللي موجود دلوقتي يا متني يا مرقع... 👬 URL,NOT_OFF,NOT_HS
3360,صبّ ضحكاتك يصبّ المزن<LF>أوّاه يا ضعفي و يا غلبي<LF>أنت لو قلبك يجيه الحزن؟<LF>بيمر.. بالأول على قلبي,NOT_OFF,NOT_HS
3361,RT @USER: في قلبي يا مغلاك و بعيني يا محلاك,NOT_OFF,NOT_HS
3362,RT @USER: المعيووووووووووووووووووووف يا اسطورتي في الحراسة بعد محمد الدعيع يا بعد عمري يا عبدالله يا نقي القلب .. <LF>الحمدلله الحمدلله…,NOT_OFF,NOT_HS
3363,@USER عليكي لعنه الله ي يهوديه يا خبيثه يا عدوه الاسلام اسال الله ان يعجل في هلكيك ي فاسده,OFF,HS
3364,RT @USER: يا شين غيبتك و يا زين قربك . .,NOT_OFF,NOT_HS
3365,يا احلا ايام العمر يا اغلا كل من في الصدر💙,NOT_OFF,NOT_HS
3366,القم يا حصني يا كلب ولا نشوفك بالنادي,OFF,NOT_HS
3367,الطقم اللي كنت رايحة بيه الفرح سايباه عند الخياطة يتظبط روحت أجيبه لقيتها قافلة و الموبايل مغلق و حاجة يا ميلة بختك يا عنان خالص و الله 🙆‍♀️,NOT_OFF,NOT_HS
3368,يا بوب وحشتني يا صاحبي😞❤️<LF>انا لحد دوقت والله مش مصدق اني مش هشوفك تاني يا محمد ازاي معتش في بوب ازاى معتش اسم محمد ايهاب يظهر عندي واتصال عليه تاني وقولى يلا يا جمال يلا جمالوكا عشان توديني الكتابه او انا عاوز الحاجه الفلانيه ولما انزل من الجيش اقابلك <LF>#الله يرحمك ياحبيبى💔😥,NOT_OFF,NOT_HS
3369,@USER انا اتقالي يا دا يا مش هيتصرف عليك مليم 😅,NOT_OFF,NOT_HS
3370,@USER يا فتاح يا عليم يا رزق يا كريم🙂🌚,NOT_OFF,NOT_HS
3371,باباباباباباببا يا محمد يا صلاح يا حتوته 🤩♥️♥️♥️♥️♥️♥️♥️♥️ URL,NOT_OFF,NOT_HS
3372,RT @USER: سوفا اضل اصرخ قائلتاً احبك يا وطن وفعلآ احبكِ👈 يا يمن 👉 ⁦🇾🇪⁩⁦🇾🇪⁩<LF>.<LF>.<LF>.<LF>#هويه_اليمن URL,NOT_OFF,NOT_HS
3373,@USER يا عم فى ايه يا عم😂 مش كده يا عم🤦🏻‍♂️,NOT_OFF,NOT_HS
3374,@USER يا لبى العيون يالبى الحواجب يا لبى صدرك يا لبى روحك يا لبى قلبك,NOT_OFF,NOT_HS
3375,الف مبروووووك يا اخطبوط يا احسن حاااااااارس فى مصر ⚽⚽⚽⚽⚽ URL,NOT_OFF,NOT_HS
3376,اللهم ادخلني حصنك حصن لا اله الا الله وارزقني بكرمك وجودك وفضلك واحسانك ومنك وحنانك وقدرتك يا عاطي يا وهاب بمدد دائم لا يحصي بعدد <LF>مدد لا احتاج بعده لاحد <LF>ولا يقدر علي بفضله احد <LF>بسر كل هو الله احد <LF>وببركة الصلاة علي الحبيب المصطفي من بلغ الدرجات العلي و منزله لم يصل اليه احد URL,NOT_OFF,NOT_HS
3377,@USER ينزعوا قادتهم ازاي؟؟ اغتيالهم مثلا؟؟ خلافكم مع جيوش عربية لبستكم نقاب امكم مش كفاية اديكم اللي تتشل ملوثة بدماء اطهار مصر ضباط مصر شرفاء مصر لازالت كلابكم تنبح ضد جيوش العرب يا بقر يا خرفان شعوب العرب داستكم بالجزم قبل بيادات الجيوش,OFF,HS
3378,يارب يا غفور يا ودود يا محيب يا كريم يا قوي يا متين يا رحيم يا ارحم الراحمين استجب دعواتي يارب,NOT_OFF,NOT_HS
3379,اه يا جيرالدو يا ابن الوسخه لو لمحت كسمك في حته,OFF,NOT_HS
3380,@USER بصي يا ميار يا بنتي انا مافهمتش كلمه من اللي قولتيه بس بحكم معرفتي بيكي مشروعك هيفشل فشل ذريع 🙂🙂🙂🙂🙂🙂,NOT_OFF,NOT_HS
3381,@USER شكله يا الزمالك يا جاردن سيتي 😏,NOT_OFF,NOT_HS
3382,مفيش حد استعجل على سوى الاكل الا والاكل يا اتحرق يا اللحمة كانت بتشد,NOT_OFF,NOT_HS
3383,@USER يا عبدالله يا قرنبيطة حياتي 😂♥️ كل سنه وانت طيب يا حبيب قلبي والله انت متعرفش انا بحبك ازاي يبني يارب اشوفك مبسوط دايما ومحقق كل اللي بتتمناه وتفوق مره واحده في الكورسات بقا ياخي 😂😂😍♥️♥️💕🎊,NOT_OFF,NOT_HS
3384,معاك يا بو العيون السود يا كامل في تحاسينه ❤️,NOT_OFF,NOT_HS
3385,العيب فيكم ، يا فحبايبكم اما الحب يا روحي عليه❤❤,NOT_OFF,NOT_HS
3386,RT @USER: يا ساااتر يا جماعه بعد قطعة قصي خولي راح يرجع لنا بعمل مع نادين نجيم؟!<LF>بياكلون الجو بشكل غير طبيعي!!!<LF>🔥🔥🔥🔥<LF>#خمسة_ونص URL.…,NOT_OFF,NOT_HS
3387,@USER وانتي طيبه يا هند يا رب <LF>اخد الشر وراحت بقي 😭😭,NOT_OFF,NOT_HS
3388,يا سرّي الهادي و يا حبٍ ما ينتهي,NOT_OFF,NOT_HS
3389,@USER يا من بروحي أعمق، يا يقيني وحقيقتي الواضحه💙,NOT_OFF,NOT_HS
3390,الدوري يا زمالك ⚪🔴⚪ الدوري يا زمالك ⚪🔴⚪ الدوري يا زمالك ⚪🔴⚪ الدوري يا زمالك ⚪🔴⚪الدوري يا زمالك ⚪🔴⚪ الدوري يا زمالك ⚪🔴⚪ URL,NOT_OFF,NOT_HS
3391,"RT @USER: نعمة أنت لا أنكر وجودها ,جنة أنتي وحياة سعيدة ,حياة جميلة يملؤها الأمل والسكينة أحبك يا أجمل اقداري , يا إمرأة تنثر الأنوث…",NOT_OFF,NOT_HS
